SERVICE_REQUEST_ID	STATUS	SERVICE_NAME	SERVICE_CODE	DESCRIPTION	AGENCY_RESPONSIBLE	REQUESTED_DATETIME	UPDATED_DATETIME	EXPECTED_DATETIME	ADDRESS	ZIPCODE	LATITUDE	LONGITUDE	REQUESTED_DATE	UPDATED_DATE	LAST_TABLE_UPDATE
SR21074170	CLOS	"""Building, residential"""	"""BLD-RES"""	"""debris and refuse all over street. demolishine truck blocking traffic/debris in air"""	Cinc Building Dept	2021-08-19	2021-09-02	2022-08-19	"""3371 READING RD - GJ1662435391 """	45229	39.1407775942153	-84.493515045215	08/19/2021 12:00:00 AM	09/02/2021 12:00:00 AM	09/02/2021 12:00:00 AM
SR21107955	NEW	"""Parking, grass front yd res"""	"""PRKNGYRD"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-12-27	2021-12-27	2022-06-25	"""3201 HARDISTY AV, CINC - GJ2233334447"""	45208	39.1308402436783	-84.427824369382	12/27/2021 12:00:00 AM	12/27/2021 12:00:00 AM	12/27/2021 12:00:00 AM
SR22100692	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-11-13	2022-11-13	2022-11-27	"""1808 MEARS AV, CINC - GJ2607729657"""	45230	39.0867671681645	-84.386156154207	11/13/2022 12:00:00 AM	11/13/2022 12:00:00 AM	11/13/2022 12:00:00 AM
SR22001094	NEW	"""Yard waste,rtc"""	"""YDWSTA-J"""	"""Transfer: 01/05/2022 3:58 PM/LMJOHNSONTRANSFERRED TO YARD WASTE  - Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-01-05	2022-01-05	2022-01-12	"""3894 DRAKEWOOD DR, CINC - GJ2181536619"""	45209	39.1505255449975	-84.4331045654232	01/05/2022 12:00:00 AM	01/05/2022 12:00:00 AM	01/05/2022 12:00:00 AM
SR22005876	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	""" """	Public Services	2022-01-24	2022-01-24	2022-02-07	"""863 ACADEMY AV - GJ0929531646 """	45205	39.108847100823	-84.5794074423561	01/24/2022 12:00:00 AM	01/24/2022 12:00:00 AM	01/24/2022 12:00:00 AM
SR22098283	NEW	"""Build, permit vio dur const ER"""	"""ERC_PV"""	"""Remove illegally dumped spoils from the property at 3120 Walworth and grade smooth. Provide permanent erosion control to prevent erosion from the entire site."""	Cinc Building Dept	2022-11-03	2022-11-03	2023-05-02	"""3118 WALWORTH AV - GJ2086833213 """	45226	39.1200981678098	-84.4451646130043	11/03/2022 12:00:00 AM	11/03/2022 12:00:00 AM	11/03/2022 12:00:00 AM
SR22080886	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	"""4 MATTRESSES/ 1 COUCH"""	Public Services	2022-09-01	2022-09-01	2022-09-15	"""132 W 65TH ST - GJ1692940993 """	45216	39.1911318105981	-84.4882031720813	09/01/2022 12:00:00 AM	09/01/2022 12:00:00 AM	09/14/2022 12:00:00 AM
SR22025339	NEW	"""Litter, private property"""	"""LITR-PRV"""	"""litter on property"""	Public Services	2022-03-21	2022-03-21	2022-05-05	"""1108 WELLS ST - GJ1019332027 """	45205	39.112067014698	-84.5689092694203	03/21/2022 12:00:00 AM	03/21/2022 12:00:00 AM	03/21/2022 12:00:00 AM
SR22002792	NEW	"""Zoning, cncntrtd code enf res"""	"""ZONCCER"""	"""Tree clearing and ground work occurring on vacant land within Hillside Overlay - tree clearing not permitted without excavation"""	Cinc Building Dept	2022-01-12	2022-01-12	2022-07-11	"""880 CLIFTON CREST TER - GJ1307636237 """	45220	39.1492670793928	-84.5342746410963	01/12/2022 12:00:00 AM	01/12/2022 12:00:00 AM	01/12/2022 12:00:00 AM
SR22026648	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	""" """	Public Services	2022-03-24	2022-03-24	2022-04-07	"""5408 READING RD - GJ1897739987 """	45237	39.1815608407875	-84.4648373631107	03/24/2022 12:00:00 AM	03/24/2022 12:00:00 AM	03/24/2022 12:00:00 AM
SR22055267	NEW	"""Building, residential"""	"""BLD-RES"""	"""PROPERTY CUT OFF ELECTRIC TO THE 2ND FLOOR RESIDENCE LEAVING THEM WITH NO ELECTRIC OR HOT WATER."""	Cinc Building Dept	2022-06-17	2022-06-17	2023-06-17	"""1060 SUNSET AV - GJ0880032030 """	45205	39.1124321020698	-84.5850093306468	06/17/2022 12:00:00 AM	06/17/2022 12:00:00 AM	06/17/2022 12:00:00 AM
SR22101167	NEW	"""Service complaint, trash"""	"""SVCCMPLT"""	"""citizen would like sanitation workers to stop leaving trash toters in the the middle of the driveway please set them off to the side"""	Public Services	2022-11-15	2022-11-15	2022-12-15	"""3767 CLIFTON AV - GJ1435636599 """	45220	39.152208243667	-84.5193584984562	11/15/2022 12:00:00 AM	11/15/2022 12:00:00 AM	11/15/2022 12:00:00 AM
SR22047211	NEW	"""Building, residential"""	"""BLD-RES"""	"""STREET LIGHT OUT"""	Cinc Building Dept	2022-05-25	2022-05-25	2023-05-25	"""6613 EAST LEDGE ST - GJ2615537864 """	45227	39.1606153900667	-84.3825220145625	05/25/2022 12:00:00 AM	05/25/2022 12:00:00 AM	05/25/2022 12:00:00 AM
SR22104551	CLOS	"""Pothole, repair"""	"""PTHOLE"""	"""POTHOLE REPAIR """	Public Services	2022-11-30	2022-11-30	2022-12-12	"""1235 VINE ST - GJ1483831840 """	45202	39.1092492935047	-84.5152945665039	11/30/2022 12:00:00 AM	11/30/2022 12:00:00 AM	11/30/2022 12:00:00 AM
SR22066946	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	""" """	Public Services	2022-07-20	2022-07-20	2022-08-03	"""374 TERRACE AV - GJ1408535482 """	45220	39.1422222546395	-84.5228417294918	07/20/2022 12:00:00 AM	07/20/2022 12:00:00 AM	07/20/2022 12:00:00 AM
SR22020148	OPEN	"""Damage Claim - TROD"""	"""DMGTROD"""	"""02/25/2022 @ 9:15 p.m. Citizen believes that a pot hole caused damage to his 2013 chevy impala front passenger tire. Curb lanes multiple pot holes reported right past the intersection heading north. 4-6 inches deep."""	Public Services	2022-03-03	2022-03-05	2022-04-02	"""2701 MONTANA AV - GJ0863236386 """	45211	39.1516837359055	-84.5856056747161	03/03/2022 12:00:00 AM	03/05/2022 12:00:00 AM	03/20/2022 12:00:00 AM
SR22069357	OPEN	"""Recycling, collect green cart"""	"""RCYCLNG"""	"""RTC- LATE SET OUT"""	City Manager's Office	2022-07-27	2022-07-27	2022-07-28	"""1352 WILLIAM H TAFT RD - GJ1785033929 """	45206	39.1273081725998	-84.4798192761556	07/27/2022 12:00:00 AM	07/27/2022 12:00:00 AM	07/27/2022 12:00:00 AM
SR22012574	CLOS	"""Pothole, repair"""	"""PTHOLE"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-02-11	2022-03-01	2022-02-23	"""435 DORCHESTER AV, CINC - GJ1603032820"""	45219	39.1181691706538	-84.5005668133134	02/11/2022 12:00:00 AM	03/01/2022 12:00:00 AM	03/20/2022 12:00:00 AM
SR22002794	OPEN	"""Trash, request for collection"""	"""RF-COLLT"""	"""TRASH MISSED """	Public Services	2022-01-12	2022-01-12	2022-01-19	"""324 COLLINS AV - GJ1880333632 """	45202	39.1243962804023	-84.468902583825	01/12/2022 12:00:00 AM	01/12/2022 12:00:00 AM	01/12/2022 12:00:00 AM
SR22094399	NEW	"""Animal, waste problem"""	"""DOG_WSTE"""	"""*DOG KNOWN TO RUN LOOSE*LARGE VICIOUS  WASTE ALL OVER FRT YARD -  """	Cinc Health Dept	2022-10-18	2022-10-18	2023-04-16	"""861 ACADEMY AV - GJ0929231632 """	45205	39.1087228833616	-84.5794425460613	10/18/2022 12:00:00 AM	10/18/2022 12:00:00 AM	10/18/2022 12:00:00 AM
SR22025874	NEW	"""Tall grass/weeds, private prop"""	"""TLGR-PRV"""	"""TALL GRASS TEST COMPLAINT FOR TRAINING ONLY"""	Public Services	2022-03-22	2022-03-22	2022-05-06	"""805 CENTRAL AV - GJ1436631180 """	45203	39.1034246519743	-84.5209506076926	03/22/2022 12:00:00 AM	03/22/2022 12:00:00 AM	03/22/2022 12:00:00 AM
SR22080858	OPEN	"""Sidewalk, Obstructions"""	"""ADASDWKO"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Dept of Trans and Eng	2022-09-01	2022-09-01	2023-02-28	"""1331 MAIN ST, CINC - GJ1510032013"""	45202	39.1107531947842	-84.5121967672577	09/01/2022 12:00:00 AM	09/01/2022 12:00:00 AM	09/14/2022 12:00:00 AM
SR22069199	NEW	"""Speed humps, new"""	"""SPDHMPS"""	"""CITIZEN IS REQUESTING SPEED HUMPS ON CATALINA AVE. HE STATES TOO MANY VEHICLES SPEED ON THE STREET AND THAT THERE ARE ALOT OF CHILDERN."""	Dept of Trans and Eng	2022-07-27	2022-07-27	2022-08-03	"""1926 CATALINA AV - GJ1932038849 """	45237	39.1712353751779	-84.4612322483595	07/27/2022 12:00:00 AM	07/27/2022 12:00:00 AM	07/27/2022 12:00:00 AM
SR22055671	NEW	"""Trash cart, registration"""	"""TRSHCRTR"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-06-20	2022-06-20	2022-07-12	"""4614 SIMPSON AV, CINC - GJ2556137333"""	45227	39.1559942982568	-84.3895621798807	06/20/2022 12:00:00 AM	06/20/2022 12:00:00 AM	06/20/2022 12:00:00 AM
SR21044937	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-05-26	2021-06-16	2022-05-26	"""1732 SUTTON AV, CINC - """	45230	39.0860931929694	-84.3899332057366	05/26/2021 12:00:00 AM	06/16/2021 12:00:00 AM	06/16/2021 12:00:00 AM
SR22081614	NEW	"""Light, EDS street light new"""	"""LGHT,TSN"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Dept of Trans and Eng	2022-09-04	2022-09-04	2022-12-03	"""335 W 5TH ST, CINC - """	45202	39.0997776792462	-84.518734612895	09/04/2022 12:00:00 AM	09/04/2022 12:00:00 AM	09/14/2022 12:00:00 AM
SR22071695	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-08-03	2022-08-03	2022-08-17	"""4607 GLENSHADE AV, CINC - GJ2561437298"""	45227	39.1556636199235	-84.3889571815151	08/03/2022 12:00:00 AM	08/03/2022 12:00:00 AM	08/03/2022 12:00:00 AM
SR22079695	NEW	"""Elevator, HAZARD"""	"""BLD-ELEH"""	"""Barricade escalators that are not in use"""	Cinc Building Dept	2022-08-29	2022-08-29	2023-02-25	"""441 VINE ST - GJ1505730914 """	45202	39.1008569906186	-84.5130521542198	08/29/2022 12:00:00 AM	08/29/2022 12:00:00 AM	09/14/2022 12:00:00 AM
SR22021708	OPEN	"""Street cleaning"""	"""SCLEN1"""	"""Transfer: 03/15/2022 10:40 AM/RMCCRAY30 -40 BAGS - Across the street is a vacant lot which has about 30 trash bags that was dumped."""	Public Services	2022-03-08	2022-03-18	2022-03-22	"""612 UNION ST - GJ1642434868 """	45229	39.1361182138679	-84.496003042854	03/08/2022 12:00:00 AM	03/18/2022 12:00:00 AM	03/20/2022 12:00:00 AM
SR22074621	CLOS	"""Restaurant consult, new lic"""	"""RCNEWLIC"""	""" """	Cinc Health Dept	2022-08-12	2022-08-12	2023-02-08	"""7801 ANTHONY WAYNE AV - GJ1824442095 """	45216	39.2007241063401	-84.4726266998157	08/12/2022 12:00:00 AM	08/12/2022 12:00:00 AM	08/12/2022 12:00:00 AM
SR22044512	NEW	"""Sign, down/missing """	"""STRSGN"""	"""ADOPT A SPOT KEEP CINCINNATI BEAUTIFUL SIGN HAS BEEN KNOCKED DOWN WITH THE POLE STICKING OUT OF THE GROUND CURRENTLY COVERED WITH A CONE"""	Public Services	2022-05-18	2022-05-18	2022-05-19	"""3001 PRICE AV - GJ1087131449 """	45205	39.1066996957236	-84.561253791347	05/18/2022 12:00:00 AM	05/18/2022 12:00:00 AM	05/18/2022 12:00:00 AM
SR22036230	NEW	"""Tall grass/weeds, private prop"""	"""TLGR-PRV"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-04-25	2022-04-25	2022-06-09	"""2262 RICE ST, CINC - GJ1499633261"""	45219	39.1219961691913	-84.5130191037669	04/25/2022 12:00:00 AM	04/25/2022 12:00:00 AM	05/07/2022 12:00:00 AM
SR21088784	CLOS	"""Mold, building or apartment"""	"""MOLD"""	"""BATHROOM"""	Cinc Health Dept	2021-10-08	2021-10-18	2022-04-06	"""1837 LOSANTIVILLE AV - GJ1955741039 """	45237	39.1908857321732	-84.4577787872699	10/08/2021 12:00:00 AM	10/18/2021 12:00:00 AM	11/06/2021 12:00:00 AM
SR22110093	NEW	"""Slippery streets, request"""	"""SLPYST"""	"""on glenway at wilder """	Public Services	2022-12-23	2022-12-23	2022-12-23	"""GLENWAY AV & WILDER AV - GJ1149531554 """	45204	39.1074928480163	-84.5540155277948	12/23/2022 12:00:00 AM	12/23/2022 12:00:00 AM	12/31/2022 12:00:00 AM
SR22073923	NEW	"""Building, vacant and open res"""	"""BLD_VACR"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2022-08-10	2022-08-10	2022-10-21	"""6504 EDWOOD AV, CINC - GJ1257642615"""	45224	39.206810885045	-84.5380450598293	08/10/2022 12:00:00 AM	08/10/2022 12:00:00 AM	08/10/2022 12:00:00 AM
SR22054880	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	""" """	Public Services	2022-06-16	2022-06-16	2022-06-30	"""6748 PALMETTO ST - GJ2629336894 """	45227	39.1518508452793	-84.3812468175077	06/16/2022 12:00:00 AM	06/16/2022 12:00:00 AM	06/16/2022 12:00:00 AM
SR22093681	NEW	"""Trash, request for new service"""	"""TRSHRQNS"""	""" """	Public Services	2022-10-15	2022-10-15	2022-10-22	"""4235 WILLIAMSON PL - GJ1276637894 """	45223	39.164266105537	-84.5373334782551	10/15/2022 12:00:00 AM	10/15/2022 12:00:00 AM	10/15/2022 12:00:00 AM
SR22060925	NEW	"""Building, residential"""	"""BLD-RES"""	"""Front door malfunctioning, roof leaking"""	Cinc Building Dept	2022-07-06	2022-07-06	2023-07-06	"""1238 SUNSET AV - GJ0884432395 """	45205	39.1157004541265	-84.5843905584107	07/06/2022 12:00:00 AM	07/06/2022 12:00:00 AM	07/06/2022 12:00:00 AM
SR22067741	NEW	"""Default, police (and junk veh)"""	"""DFLTPLC"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Police Department	2022-07-22	2022-07-22	2022-07-23	"""2240 CLAYLAND ST, CINC - """	45207	39.1436419857125	-84.4574118774469	07/22/2022 12:00:00 AM	07/22/2022 12:00:00 AM	07/22/2022 12:00:00 AM
SR22093748	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-10-16	2022-10-16	2022-10-30	"""2531 STANTON AV, CINC - GJ1673033894"""	45206	39.1272813089813	-84.4927657435765	10/16/2022 12:00:00 AM	10/16/2022 12:00:00 AM	10/16/2022 12:00:00 AM
SR22016837	CLOS	"""Pothole, repair"""	"""PTHOLE"""	""" """	Public Services	2022-02-23	2022-02-27	2022-03-07	"""MCHENRY AV & CAVANAUGH AV - GJ0965935636 """	45211	39.1446861240679	-84.573960386272	02/23/2022 12:00:00 AM	02/27/2022 12:00:00 AM	03/20/2022 12:00:00 AM
SR22018288	CLOS	"""Pothole, repair"""	"""PTHOLE"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-02-26	2022-03-03	2022-03-10	"""668 FAIRBANKS AV, CINC - GJ1022831047"""	45205	39.1032420060012	-84.5688048062224	02/26/2022 12:00:00 AM	03/03/2022 12:00:00 AM	03/20/2022 12:00:00 AM
SR21071017	OPEN	"""Building, residential"""	"""BLD-RES"""	""" """	Cinc Building Dept	2021-08-10	2021-09-15	2022-08-10	"""3619 NORTHDALE PL - GJ2340540112 """	45213	39.1815581642167	-84.4135770898012	08/10/2021 12:00:00 AM	09/15/2021 12:00:00 AM	09/15/2021 12:00:00 AM
SR22051982	OPEN	"""Sign, down/missing stop sign"""	"""SGNDNA"""	"""STOP SIGN DOWN AT WASSON & HYDE PARK"""	Public Services	2022-06-09	2022-06-09	2022-06-10	"""WASSON RD & HYDE PARK AV - GJ2147335943 """	45209	39.1445266149606	-84.4372810509743	06/09/2022 12:00:00 AM	06/09/2022 12:00:00 AM	06/09/2022 12:00:00 AM
SR22072745	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	""" """	Public Services	2022-08-08	2022-08-08	2022-08-22	"""754 BEECHWOOD AV - GJ1436239183 """	45232	39.1754686604126	-84.5184709007728	08/08/2022 12:00:00 AM	08/08/2022 12:00:00 AM	08/08/2022 12:00:00 AM
SR22101855	NEW	"""Plumbing, defective"""	"""PLMB_DEF"""	"""BATHRUB LEAKS """	Cinc Health Dept	2022-11-17	2022-11-17	2023-05-16	"""3069 GLENMORE AV - GJ0621434993 """	45238	39.1397254491013	-84.6139896662073	11/17/2022 12:00:00 AM	11/17/2022 12:00:00 AM	11/17/2022 12:00:00 AM
SR22107853	OPEN	"""Recycling, information request"""	"""RECCINFO"""	"""CALLER HAS SET OUT SERVICE THROUGH CITY - REQUESTING SET OUT SERVICE FOR RECYCLING AS WELL """	City Manager's Office	2022-12-13	2022-12-15	2022-12-18	"""2798 LOSANTIVILLE AV - GJ2156240689 """	45213	39.1872247618776	-84.4347071276735	12/13/2022 12:00:00 AM	12/15/2022 12:00:00 AM	12/31/2022 12:00:00 AM
SR22062408	CLOS	"""Dumping, prv prop <2500 sq ft"""	"""DUMP-PVS"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-07-08	2022-07-08	2022-08-22	"""1706 BALTIMORE AV, CINC - GJ1169134530"""	45225	39.1342443316478	-84.5508087112798	07/08/2022 12:00:00 AM	07/08/2022 12:00:00 AM	07/08/2022 12:00:00 AM
SR22063155	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-07-11	2022-07-11	2022-07-25	"""716 MANNINGTON AV, CINC - GJ2266733585"""	45226	39.1229987099492	-84.4242424000464	07/11/2022 12:00:00 AM	07/11/2022 12:00:00 AM	07/11/2022 12:00:00 AM
SR22080541	CLOS	"""Sign, down/missing """	"""STRSGN"""	"""PER 537 @1038AM INSTALLED A SPEED LIMIT SIGN (25MPH)"""	Public Services	2022-08-31	2022-08-31	2022-09-01	"""5914 CARY AV - GJ1154741776 """	45224	39.199510942119	-84.5502151349188	08/31/2022 12:00:00 AM	08/31/2022 12:00:00 AM	09/14/2022 12:00:00 AM
SR22060194	NEW	"""Default, City"""	"""DFLTCITY"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-07-03	2022-07-03	2022-07-13	"""4010 PADDOCK RD, CINC - GJ1775437211"""	45229	39.1568823055509	-84.4798727002259	07/03/2022 12:00:00 AM	07/03/2022 12:00:00 AM	07/03/2022 12:00:00 AM
SR22081623	CLOS	"""Tires, Special Collection"""	"""TIRES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-09-04	2022-09-08	2022-09-18	"""245 TWAIN AV, CINC - FJ9996632028"""	45233	39.1144912703656	-84.687110276273	09/04/2022 12:00:00 AM	09/08/2022 12:00:00 AM	09/14/2022 12:00:00 AM
SR22067976	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-07-24	2022-07-24	2022-08-07	"""1527 CHASE AV, CINC - GJ1275237748"""	45223	39.1629552359727	-84.5375388959958	07/24/2022 12:00:00 AM	07/24/2022 12:00:00 AM	07/24/2022 12:00:00 AM
SR22100891	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	""" """	Public Services	2022-11-14	2022-11-14	2022-11-28	"""4754 HART AV - GJ1226539525 """	45223	39.1790720204042	-84.5426216070467	11/14/2022 12:00:00 AM	11/14/2022 12:00:00 AM	11/14/2022 12:00:00 AM
SR22046243	PEND	"""Recycling, remove cart"""	"""REMOVE"""	"""REMOVE 2 RECYCLING CARTS"""	City Manager's Office	2022-05-23	2022-05-23	2022-06-09	"""5721 PEABODY AV - GJ2505037559 """	45227	39.1581509859762	-84.395398040339	05/23/2022 12:00:00 AM	05/23/2022 12:00:00 AM	05/23/2022 12:00:00 AM
SR22089622	NEW	"""Building, residential"""	"""BLD-RES"""	"""outlets don't work/pipe leaking/floor broken/no permit for deck/bad wiring"""	Cinc Building Dept	2022-09-30	2022-09-30	2023-09-30	"""1557 TREMONT ST - GJ1192233754 """	45214	39.1271960084713	-84.5483888377425	09/30/2022 12:00:00 AM	09/30/2022 12:00:00 AM	09/30/2022 12:00:00 AM
SR22073013	NEW	"""Trash cart, repair"""	"""TRREPR"""	""" """	Public Services	2022-08-08	2022-08-08	2022-08-25	"""1833 WYNNEWOOD LN - GJ1983042753 """	45237	39.206247780548	-84.4540699504657	08/08/2022 12:00:00 AM	08/08/2022 12:00:00 AM	08/08/2022 12:00:00 AM
SR22088048	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-09-25	2022-09-25	2022-10-09	"""1101 SUNNYSLOPE DR, CINC - GJ1766438083"""	45229	39.1647568184256	-84.48062722307	09/25/2022 12:00:00 AM	09/25/2022 12:00:00 AM	09/25/2022 12:00:00 AM
SR22068849	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	""" """	Public Services	2022-07-26	2022-07-26	2022-08-09	"""374 GRAND AV - GJ1084030313 """	45205	39.0964787355919	-84.5619658404469	07/26/2022 12:00:00 AM	07/26/2022 12:00:00 AM	07/26/2022 12:00:00 AM
SR22028360	NEW	"""Light, repair"""	"""STRTLITE"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Dept of Trans and Eng	2022-03-30	2022-03-30	2022-03-31	"""320 E 4TH ST, CINC - GJ1557730945"""	45202	39.1010193227871	-84.5070190966476	03/30/2022 12:00:00 AM	03/30/2022 12:00:00 AM	03/30/2022 12:00:00 AM
SR22040344	NEW	"""Default, City"""	"""DFLTCITY"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-05-07	2022-05-07	2022-05-17	"""914 SUNSET AV, CINC - GJ0878131661"""	45205	39.1091113650166	-84.5853339081731	05/07/2022 12:00:00 AM	05/07/2022 12:00:00 AM	05/07/2022 12:00:00 AM
SR22041176	CLOS	"""Trash, tagged collections"""	"""TGGDCLLC"""	"""PER 810@ 9:27AM- CART FILLED WITH YW , TAGGED """	Public Services	2022-05-10	2022-05-10	2022-05-17	"""4051 CLIFTON AV - GJ1464537421 """	45220	39.1595432185163	-84.5157559187297	05/10/2022 12:00:00 AM	05/10/2022 12:00:00 AM	05/10/2022 12:00:00 AM
SR22097532	NEW	"""Building, residential"""	"""BLD-RES"""	"""Issue order for rebuild of front porch"""	Cinc Building Dept	2022-10-31	2022-10-31	2023-10-31	"""805 WOODLAWN AV - GJ1029831361 """	45205	39.1060484755263	-84.5679003637959	10/31/2022 12:00:00 AM	10/31/2022 12:00:00 AM	10/31/2022 12:00:00 AM
SR22020086	CLOS	"""Pothole, repair"""	"""PTHOLE"""	"""PER 548@ 8:48AM- 2 POTHOLES/1 BAG COLD PATCH """	Public Services	2022-03-03	2022-03-04	2022-03-15	"""6506 HOME CITY AV - FJ9996031768 """	45233	39.1121405624033	-84.6872416488889	03/03/2022 12:00:00 AM	03/04/2022 12:00:00 AM	03/20/2022 12:00:00 AM
